Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,1,3.0,3,0.009343355541402214
3,1.5,3.0,3,0.007579849797646514
4,1.5,3.0,3,0.007149779652520005
5,1,3.5,4,0.00662327126298403
6,1.0,3.5,4,0.006428999358669335
7,1.0,3.5,4,0.0063805205852826745
8,1.0,3.5,4,0.006211022120138704
9,1.0,3.5,4,0.006219369989265224
10,1.0,3.5,4,0.006199744304490557
