Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,45.0,5.0,59.0,0.15452944437497512
2,63.0,8.0,90.0,0.20739244439333615
3,69.0,15.0,106.0,0.16034254897455769
4,74.0,29.0,118.0,0.22948355433115647
5,91.0,54.0,143.0,0.23915348979920192
6,138.0,62.0,207.0,0.30698432617609206
7,144.0,66.0,218.0,0.3198037427285184
8,144.0,81.0,221.0,0.28758611863015143
9,155.0,89.0,235.0,0.3116465567426618
10,160.0,92.0,241.0,0.3115903693993434
