Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.25,3.0,2.75,0.00545685688064948
2,7.75,5.75,12.5,0.04838685756699904
3,9.0,8.25,16.0,0.03996858400580276
4,10.25,10.0,17.25,0.045895677695393905
5,14.25,14.5,24.0,0.049776597278993195
6,15.25,18.75,27.5,0.047514445022964084
7,15.75,19.0,28.25,0.04764501078975815
8,16.75,20.0,30.25,0.047069188070535034
9,17.5,20.75,32.0,0.04813908443301107
10,17.5,21.5,32.25,0.04760117197447456
