Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,-10,-10,-10,-10
3,-10,-10,-10,-10
4,-10,-10,-10,-10
5,16,1,1,0.006896551728484109
6,14.0,5.0,8.0,0.006493543673090574
7,8.0,5.0,6.0,0.004807692971923374
