Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1.0,0.0,1.0,0.04051646730001362
2,1.0,0.0,1.0,0.04051646730001362
3,1.0,0.0,1.0,0.03399275970083349
4,1.0,0.0,1.0,0.03399154294820965
5,1.0,2.0,3.0,0.01000000000840261
6,1.0,16.0,17.0,0.007954601223921576
7,1.0,23.0,24.0,0.005528847205545343
