Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1.0,1.5,2.5,0.21537708783169815
2,1.5,2.0,3.5,0.1832174149699226
3,4.5,2.0,6.5,0.3773132971753882
4,4.5,2.0,6.5,0.36871070605696743
5,6.0,4.0,9.5,0.3503531978531843
6,6.5,5.5,10.5,0.3441610540961893
7,6.5,5.5,10.5,0.34137777786881734
8,7.5,6.5,12.5,0.32247740070669567
