Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2,1,1,0.021541822022898123
2,2,1,2,0.023075955400724497
3,2,1.0,2,0.009524893823071071
4,2,2.0,3,0.009537535581608764
5,2.0,2.0,3,0.012447353077884
6,3,2.0,3,0.013825771067811896
7,2.0,2.0,3.5,0.014257512413901175
8,2.0,2,4.0,0.014915005952883538
