Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.009025270086934599
2,1.6363636363636365,0.2727272727272727,1.7272727272727273,0.010920685297520629
3,1.9090909090909092,0.2727272727272727,2.0,0.010702438666075577
4,2.727272727272727,0.45454545454545453,2.727272727272727,0.02222150740450403
5,5.7272727272727275,1.5454545454545454,6.818181818181818,0.03305966332182587
6,5.7272727272727275,1.6363636363636365,7.090909090909091,0.03631350823760295
7,6.454545454545454,1.8181818181818181,7.909090909090909,0.03977350062529677
8,7.090909090909091,2.090909090909091,8.818181818181818,0.042733739568861596
9,8.363636363636363,2.272727272727273,10.272727272727273,0.04141798057753359
10,9.181818181818182,2.4545454545454546,11.272727272727273,0.041338447707461
