Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,2.0,2.0,0.009025270086934597
2,0.0,11.0,11.0,0.008845470941600665
3,2.0,17.0,19.0,0.009810852954122585
4,2.0,26.0,28.0,0.008108330328045706
5,7.0,53.0,60.0,0.01457663616211153
6,7.0,55.0,62.0,0.013668900826545968
7,10.0,64.0,74.0,0.013660582985609597
8,12.0,67.0,79.0,0.012902188641559344
9,12.0,80.0,92.0,0.012836233468437163
10,13.0,91.0,104.0,0.012571315825320402
