Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,3.5,1.0,3,0.004452083892942841
2,5.0,1,3,0.003382698429237308
3,4,2,4,0.001899267461187664
4,5,2,5,0.0013091102811215154
5,5,2,5.0,0.0012498015127522608
6,8,3,6.5,0.0010914884648133474
7,8,3,7.5,0.0010910229065271052
8,8.5,4,8,0.001028735869728304
9,8,4,8.5,0.0010282766095117734
10,8.0,4.0,9,0.0009965689173471572
