Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.26666666666666666,0.4,0.3333333333333333,0.013925429953630615
2,3.7333333333333334,2.0,5.733333333333333,0.016998385243562987
3,21.266666666666666,12.2,30.333333333333332,0.03389343065433712
4,32.266666666666666,18.8,48.333333333333336,0.0404036248372076
5,34.86666666666667,20.933333333333334,52.6,0.038190496764014
6,51.86666666666667,31.2,79.93333333333334,0.039727811197670174
7,52.6,31.733333333333334,81.06666666666666,0.03966208031046122
8,58.266666666666666,34.53333333333333,87.93333333333334,0.03967833929300942
9,58.8,35.333333333333336,89.06666666666666,0.039586773366246684
10,59.333333333333336,35.93333333333333,89.66666666666667,0.039345175983367474
