Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2.5,1,2.0,0.003095609470979449
2,2.5,1.0,2.0,0.0029215476206274618
3,3.0,2.0,2.0,0.002561704708784986
4,3,2.0,4.0,0.0019240833182826375
5,3.0,2.0,5,0.0017867609261809586
6,3,2.0,5,0.0015799641211148281
7,3.5,2.0,6.0,0.001463953397612632
8,4,2.0,6,0.0013833662587216617
9,4.0,2,6,0.001336260400212943
10,4.0,3,6,0.001344757392478432
11,4.0,3,6.5,0.0012185454627200933
