Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2.8666666666666667,1.8666666666666667,4.666666666666667,0.01449915212678645
2,5.666666666666667,4.0,9.866666666666667,0.018456754407720533
3,9.866666666666667,7.666666666666667,17.333333333333332,0.027712117426479957
4,14.466666666666667,11.533333333333333,25.6,0.024657695102120628
5,17.266666666666666,14.2,29.333333333333332,0.03006411894859682
6,20.333333333333332,16.333333333333332,34.53333333333333,0.032224988365712574
7,24.4,19.8,41.666666666666664,0.03667885608890147
8,27.266666666666666,21.933333333333334,46.13333333333333,0.036517377490351305
9,29.066666666666666,23.2,49.266666666666666,0.03762592251072227
10,29.333333333333332,24.133333333333333,50.46666666666667,0.036756669767212195
11,31.133333333333333,25.6,54.0,0.040625560610633535
