Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,-10,-10,-10,-10
3,-10,-10,-10,-10
4,-10,-10,-10,-10
5,1,1,1,0.019157817885273654
6,1,1,1,0.019003459620878085
7,1.0,1,1.0,0.02036493170882267
8,1.0,1,1.0,0.016361083924782024
