Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1.0,1,2.0,0.002156774224475255
2,1,1,2.0,0.0016871099532133637
3,1.5,1,2.0,0.0015158420541076978
4,1,1.0,2,0.0014335466569608396
5,2,1,2,0.0013591571190188629
6,2,1.0,2.0,0.001351970133828082
7,2.0,1.0,2,0.0014585650697862887
8,2.0,1,3,0.0014375226786508678
9,2.0,1,3,0.0014614122310745285
10,6.0,6.0,13.5,0.0014170779193423658
