Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,3.3333333333333335,1.9166666666666667,4.916666666666667,0.04014222346628058
2,5.916666666666667,3.3333333333333335,8.75,0.027838375019919388
3,15.0,6.25,19.083333333333332,0.04345253543309363
4,17.833333333333332,8.166666666666666,24.166666666666668,0.048767638701336664
5,24.583333333333332,12.416666666666666,34.583333333333336,0.04908724095153957
6,26.75,13.333333333333334,38.0,0.05136598580568738
7,35.25,22.25,53.916666666666664,0.04794742400723299
8,36.916666666666664,23.333333333333332,56.583333333333336,0.048024209597841934
9,39.583333333333336,24.916666666666668,60.25,0.049392618222846914
10,42.333333333333336,27.5,65.0,0.05241178862057617
