Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.2,0.8,0.6,0.009415809580042978
2,1.0,1.6,1.8,0.045842975610501296
3,1.8,3.0,4.2,0.051101440484006236
4,1.8,3.0,4.2,0.051101440484006236
5,5.6,6.6,11.4,0.09279496101625612
6,6.0,6.8,12.0,0.09298876695573818
7,6.0,6.8,12.0,0.09097705494986134
