Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1,1.0,1,0.0034844934985040895
2,1,1,2.0,0.004177869309578015
3,1,2.0,2,0.0037564814481460367
4,1,2.0,2,0.0037564814481460367
5,1,2.0,2,0.0034707614022790635
6,1,2.0,2,0.0034663340470994005
7,1,2.0,2,0.0034587246132407627
