Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,16.0,15.0,31.0,0.4042527313554125
2,16.0,20.0,36.0,0.16627686829448698
3,16.0,23.0,39.0,0.0821457989838351
4,16.0,24.0,40.0,0.07755347370862638
5,16.0,24.0,40.0,0.07755347370862638
