Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,2.0,0.0,0.4042527313554125
2,5.0,2.0,5.0,0.5403398970474057
3,6.0,2.0,7.0,0.7012081507191413
4,7.0,2.0,8.0,0.7040709097773019
5,7.0,2.0,8.0,0.7040709097773019
