Course,Nodes,Edges,Avg In Degree,Avg Out Degree,Avg Degree,Avg Weighted Degree,Density,Largest Strongly Connected Component,Largest Weakly Connected Component,Average Betweenness Centrality,Average Closeness Centrality,Average Degree Centrality,Average Eigenvector Centrality,Average Clustering Coefficient,Average Hub Score,Average Authority Score,Max Pagerank
FALL11,96,348,3.625,3.625,7.25,13.604166666666666,0.038157894736842106,38,61,0.004381298992161255,0.10400940441564109,0.07631578947368421,0.03832036891911359,0.19218467724914168,0.20859888301433918,0,
FALL12,101,289,2.8613861386138613,2.8613861386138613,5.7227722772277225,13.009900990099009,0.028613861386138615,41,67,0.005367536753675369,0.1006709487086698,0.05722772277227722,0.04546176835296392,0.3310737172749832,0.13488506553497998,0,
FALL13,123,490,3.983739837398374,3.983739837398374,7.967479674796748,20.796747967479675,0.03265360522457684,52,80,0.0038271192900250365,0.112903614511174,0.06530721044915366,0.013251660109048062,0.25175132440633907,0.1338966360817699,0,
FALL14,140,527,3.7642857142857142,3.7642857142857142,7.5285714285714285,16.02857142857143,0.02708119218910586,66,103,0.004704931706808466,0.1304962687017469,0.0541623843782117,0.038177212879573756,0.2744004152566268,0.06683583970888048,0,
FALL15,147,396,2.693877551020408,2.693877551020408,5.387755102040816,10.843537414965986,0.018451216102879506,45,92,0.003062027834279673,0.0722258182785012,0.03690243220575902,0.021306279477874723,0.1585225738748932,0.11704332489733801,0,
FALL16,120,384,3.2,3.2,6.4,14.766666666666667,0.02689075630252101,54,86,0.006309049043346151,0.10982948538635534,0.053781512605041965,0.013496334384972783,0.2244782775884872,0.172974193618043,0,
