Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,0.0,0.0,0.0014220057782391596
2,0.0,0.0,0.0,0.0009220231344424377
3,0.0,0.0,0.0,0.0007813436104902152
4,0.0,0.0,0.0,0.0006265049139152028
5,0.0,0.0,0.0,0.0005699738842143669
6,0.0,0.0,0.0,0.0005179565653347901
7,0.0,0.0,1.0,0.00044375189341763115
8,1.0,1.0,1.5,0.00041491066521021124
9,1.0,1.0,2.0,0.0004099148761332337
10,1.0,1.0,2.0,0.0004056729018939814
11,1.0,1.0,2.0,0.0004041575239800856
12,1.0,1.0,2.0,0.00040438473297853224
