Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,36.0,48.0,84.0,0.12460379868864661
2,36.0,61.0,97.0,0.09695174171878553
3,38.0,65.0,103.0,0.09423743094198372
4,40.0,74.0,114.0,0.09238631624740207
5,52.0,109.0,161.0,0.08618176390262848
6,65.0,126.0,191.0,0.09923982273426983
7,65.0,137.0,202.0,0.08973165993366812
8,67.0,150.0,217.0,0.08898309744992564
9,75.0,180.0,255.0,0.09140246328930494
10,75.0,181.0,256.0,0.09073923431673364
