Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2.0,1.0,1,0.007039033713937001
2,2.0,1,1.5,0.005864904836422251
3,1.5,1,1.0,0.005888437690738966
4,1.5,1.0,1,0.005756467366771379
5,1,1,1,0.00492276788566095
6,1.0,1.0,1.0,0.0048092131817943536
7,1,1.0,1,0.004779554277027357
8,1,1.0,1,0.00475104835616324
9,2,1,2,0.0031033274732937917
10,1.5,1,2,0.0031004304916211365
