Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2,2,3,0.007042703696733364
2,1.5,5,5,0.007043026549946182
3,1.5,6.0,6.0,0.006623101914840767
4,1.5,7,8,0.006250466941681007
5,1,2.5,2.5,0.0041493803255201476
6,3,3.0,3.0,0.0041493803255201476
7,3,3.0,3.0,0.0041493803255201476
8,3,3.0,3.0,0.004149386976533841
