Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1.1358024691358024,0.5679012345679012,1.382716049382716,0.0027065457406878855
2,3.234567901234568,1.4691358024691359,4.111111111111111,0.004512837701763155
3,5.308641975308642,2.654320987654321,7.135802469135802,0.005039412001845641
4,8.54320987654321,4.62962962962963,12.419753086419753,0.005765468383818196
5,11.901234567901234,6.679012345679013,17.753086419753085,0.006289604074870147
6,15.839506172839506,9.493827160493828,24.25925925925926,0.006130044488149404
7,18.790123456790123,11.666666666666666,29.135802469135804,0.0064769095140534295
8,21.074074074074073,13.37037037037037,32.97530864197531,0.0066503569831656145
9,22.62962962962963,14.345679012345679,35.50617283950617,0.006719170626897174
10,24.11111111111111,15.567901234567902,38.24691358024691,0.006887347177366948
11,25.382716049382715,16.271604938271604,39.888888888888886,0.007246081501397755
12,26.22222222222222,16.876543209876544,41.02469135802469,0.00737191273687377
13,26.234567901234566,16.88888888888889,41.04938271604938,0.0073715748974929225
