Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,0.0,0.0,0.0033719142928741548
2,0.0,9.0,9.0,0.0017395086045470147
3,52.0,120.0,172.0,0.0036752876578230566
4,61.0,231.0,292.0,0.0022579606016234215
5,65.0,364.0,429.0,0.0015931094708517203
6,77.0,479.0,556.0,0.0016917781438042778
7,142.0,629.0,771.0,0.007320746429264616
8,142.0,721.0,863.0,0.007140705432643412
9,158.0,817.0,975.0,0.006896528084494117
10,174.0,899.0,1073.0,0.006649577188576763
11,187.0,969.0,1156.0,0.0076130404810906835
12,190.0,987.0,1177.0,0.007994439278055748
13,193.0,992.0,1185.0,0.009639377313342625
