Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,8.0,7.0,15.0,0.10587673705851604
2,19.0,16.0,35.0,0.13908070057357189
3,19.0,17.0,36.0,0.12123340429625239
4,19.0,20.0,39.0,0.08114348571265102
5,19.0,31.0,50.0,0.10983071247719686
6,23.0,37.0,60.0,0.06670204024798991
