Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,0.5,0.3,0.012196209493018108
2,0.7,0.9,1.4,0.03173321288907905
3,1.2,1.2,2.2,0.036813893373050306
4,2.2,1.7,3.8,0.05138544338505937
5,4.3,2.4,6.6,0.05289845210047114
6,6.3,3.1,9.2,0.07189174275496861
