Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,3.189655172413793,1.8793103448275863,4.879310344827586,0.0043058563468138964
2,5.655172413793103,3.5,8.586206896551724,0.005468094315372941
3,9.379310344827585,5.741379310344827,14.241379310344827,0.0070376483082462546
4,12.068965517241379,7.637931034482759,18.70689655172414,0.008137025670912014
5,17.586206896551722,10.948275862068966,27.43103448275862,0.009279912607940023
6,21.448275862068964,13.448275862068966,33.689655172413794,0.0097548980952231
7,23.53448275862069,15.189655172413794,37.5,0.00996070744487275
8,24.82758620689655,16.20689655172414,39.793103448275865,0.009915116618576091
9,26.06896551724138,17.120689655172413,41.8448275862069,0.009971754184256987
10,28.96551724137931,19.0,46.05172413793103,0.010566131583273046
11,30.46551724137931,20.120689655172413,48.241379310344826,0.010708185123308024
12,31.482758620689655,21.103448275862068,50.224137931034484,0.011094175714799414
