Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1.4375,1.1875,2.5,0.008000916651317759
2,2.9375,2.6041666666666665,5.291666666666667,0.008623734048007555
3,7.604166666666667,6.604166666666667,13.770833333333334,0.008198519414801035
4,14.520833333333334,12.208333333333334,26.0,0.009149265758860773
5,22.729166666666668,19.020833333333332,40.395833333333336,0.009632440785803555
6,27.541666666666668,22.479166666666668,48.125,0.010054298798743628
7,33.291666666666664,26.666666666666668,57.25,0.010424077272295829
8,37.895833333333336,29.979166666666668,64.54166666666667,0.010963665633656779
9,43.75,34.979166666666664,74.16666666666667,0.01150768584578598
10,44.041666666666664,35.5625,75.14583333333333,0.011381817175199748
11,44.375,35.8125,75.39583333333333,0.011468823567952173
12,44.9375,36.5625,76.4375,0.01148817156636344
