Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,-10,-10,-10,-10
3,1,1,1.0,0.0058075904172449795
4,1,1.0,1,0.004132518221601673
5,1.5,1,1.0,0.004121584517562914
6,2,1,1,0.00412689864669726
7,2,1,1,0.0036460374176618664
8,1.5,1.0,1.0,0.00342087107458178
