Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,-10,-10,-10,-10
3,-10,-10,-10,-10
4,-10,-10,-10,-10
5,-10,-10,-10,-10
6,2.0,2,3.5,0.010638297910875207
