Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,12.0,13.0,25.0,0.004995178376453047
2,45.333333333333336,32.0,78.0,0.030229047453209593
3,49.0,43.666666666666664,93.66666666666667,0.02141878209321021
4,55.333333333333336,56.0,111.66666666666667,0.029009438619346673
5,67.33333333333333,74.33333333333333,133.33333333333334,0.024519182866080208
6,78.66666666666667,100.0,176.33333333333334,0.02368172319675513
7,79.33333333333333,110.33333333333333,188.66666666666666,0.021621847011981016
8,113.66666666666667,128.0,226.66666666666666,0.02530028109806513
9,113.66666666666667,130.66666666666666,229.33333333333334,0.024213336835742432
10,117.0,142.66666666666666,243.0,0.02209411807469117
11,122.66666666666667,162.0,266.0,0.019758295591127652
12,127.66666666666667,164.33333333333334,268.3333333333333,0.019603960537105936
13,127.66666666666667,164.33333333333334,268.3333333333333,0.019778458329592748
