Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,7.0,7.0,0.0023852605826884194
2,2.5,26.5,29.0,0.0016762313645189801
3,2.5,49.0,51.5,0.0012724369491697639
4,10.0,86.5,96.5,0.0012395946697518977
5,43.0,149.5,192.5,0.014159728395774104
6,45.5,192.0,237.5,0.013216922911672944
7,53.5,216.5,270.0,0.01291744236295759
8,53.5,232.0,285.5,0.012133096056518909
9,57.0,249.5,306.5,0.012031537922780323
10,77.5,312.5,390.0,0.0136395179500114
