Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2,1,2,0.008146710320266497
2,1.5,1.0,2.5,0.005979438408666955
3,3.0,2,3,0.003517161029228527
4,3.0,2,3,0.0034402578241494904
5,3.0,2.0,4,0.0026747541459460995
6,3.0,2,4.0,0.002241621122184315
7,3.0,3,5,0.0022072456600542257
8,3.5,3,5.0,0.002207698460591971
9,5,3,6.0,0.0021373304866792557
10,5,3.0,6.5,0.001973787219287847
11,15.0,12.5,28.5,0.003646910861597041
