Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.2857142857142857,0.8571428571428571,1.1428571428571428,0.007409831433785636
2,4.642857142857143,4.357142857142857,8.0,0.013438703691163043
3,7.928571428571429,5.714285714285714,12.714285714285714,0.027324090291476734
4,10.357142857142858,6.857142857142857,15.857142857142858,0.02706819817698265
5,12.714285714285714,8.214285714285714,19.285714285714285,0.038522569891463174
6,14.214285714285714,9.928571428571429,22.571428571428573,0.03607961245925723
7,18.571428571428573,12.928571428571429,29.428571428571427,0.03877792472287785
8,24.214285714285715,16.214285714285715,38.5,0.03343088131859134
9,27.142857142857142,17.642857142857142,42.5,0.03532909443039448
10,30.142857142857142,20.142857142857142,46.857142857142854,0.03637478506539832
11,31.785714285714285,20.285714285714285,47.642857142857146,0.036123084793816866
