Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,0.0,0.0,0.006028049441702871
2,0.75,0.25,0.8125,0.006473740888670451
3,1.25,0.5625,1.5,0.00766106630556079
4,1.375,0.5625,1.625,0.008313509152330206
5,1.75,0.8125,1.9375,0.012203381665933034
6,6.75,2.9375,8.5,0.02857157348059629
7,7.75,3.875,10.3125,0.028293642779955386
8,8.9375,4.3125,11.9375,0.029529647735504025
9,11.8125,5.5625,15.75,0.029405308247365473
