Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,-10,-10,-10,-10
3,2.5,1.0,2,0.006001278954557068
4,2,1.0,1,0.005890971784590459
5,2.0,1,2.0,0.005479948827969857
6,2,1.0,2.0,0.003711549616489572
7,2.0,1.0,2,0.003702222308119953
8,2,1.0,2.0,0.0035753455108290953
9,2,1,2.0,0.0035934417174948744
