Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,313.0,13.0,326.0,0.06776398429569509
2,613.0,47.0,660.0,0.17832528621612329
3,674.0,55.0,729.0,0.1723702279827686
4,804.0,77.0,881.0,0.18602012158760825
5,860.0,91.0,951.0,0.2041919915513947
6,898.0,102.0,1000.0,0.207720618258229
7,909.0,107.0,1016.0,0.21047067780817
8,909.0,107.0,1016.0,0.2099749601483691
9,909.0,107.0,1016.0,0.22488390880178272
10,909.0,107.0,1016.0,0.22875549579884913
