Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2,2.0,2.0,0.0005152345620553888
2,3,2,2.0,0.00046037302527961394
3,5.0,2.0,3,0.000441137461555824
4,4,2.0,3,0.0004196497033706199
5,4,2,3.0,0.00041086071168608743
6,3,3,3,0.00040787842275317673
7,3,3.0,3.0,0.0004028404375941187
8,3,3.0,3.0,0.0004019719085312038
9,3.0,3.0,3,0.0003959869413253052
10,3,3,3.0,0.00039238317744559874
