Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.027569561945490272
2,3.6666666666666665,1.25,3.5,0.03507293499457765
3,5.0,2.3333333333333335,5.75,0.03973671127186683
4,7.75,3.0833333333333335,9.583333333333334,0.043631284234103694
5,9.333333333333334,4.25,12.666666666666666,0.044140052703328186
6,14.583333333333334,6.166666666666667,19.583333333333332,0.04636309392543667
7,21.833333333333332,8.916666666666666,29.583333333333332,0.052024366797121864
8,23.416666666666668,9.75,31.833333333333332,0.05183055320136317
9,25.166666666666668,10.583333333333334,34.75,0.05481881531376903
10,94.0,79.08333333333333,174.83333333333334,0.01902119668930247
11,94.0,79.08333333333333,174.83333333333334,0.018941681477807157
