Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,50.0,74.0,0.0028328202314780657
2,6.0,63.0,92.0,0.004842303797431006
3,7.0,83.0,113.0,0.0035041318094105097
4,14.0,111.0,141.0,0.005148788565708251
5,14.0,133.0,163.0,0.004327585318262429
6,28.0,150.0,180.0,0.016256920790417472
7,28.0,168.0,198.0,0.015134041127411757
8,39.0,237.0,267.0,0.013404331264989433
9,67.0,251.0,281.0,0.014365969092981325
10,70.0,257.0,290.0,0.0157934138936946
