Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0,0,0,0.0028328202314780657
2,0,0,0,0.0019354730272777751
3,0,0,0,0.001445163536145273
4,0,0,0,0.001342632944812218
5,0,0,1,0.0011889843713386431
6,0,0,1,0.0010826809243003619
7,0,1,1,0.000997794382415363
8,2,1,3,0.0010281129285713928
9,2,1,3,0.0010448475703508245
10,2,1,3,0.0010876657111818905
