Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,51.0,18.0,69.0,0.8214932137963924
2,96.0,32.0,128.0,0.5294828435943046
3,159.0,52.0,211.0,0.41784645290703115
4,181.0,60.0,241.0,0.4336741410994956
5,192.0,64.0,256.0,0.4450228749720547
6,227.0,68.0,295.0,0.44296891207721517
7,227.0,68.0,295.0,0.44296891207721517
8,229.0,70.0,299.0,0.4447093429275086
