Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.0,1.2,1.6,0.011568283428364355
2,1.2,5.2,7.0,0.010533053573926077
3,3.4,7.8,9.8,0.04887024762079435
4,3.4,9.8,11.8,0.04480715266894415
5,3.4,10.4,12.0,0.04338060499016455
6,3.4,13.0,14.4,0.04146474392676215
7,3.4,13.0,14.4,0.04146474392676215
8,3.4,13.2,14.6,0.040651635812720424
