Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1,1.0,1.0,0.002994174681688909
2,1,3,3,0.0028409113490242854
3,1,5,5,0.002702702702702702
4,1,5,6,0.002702702702702702
5,1,5,6,0.002702702702702702
6,1,7,8,0.002702702702702702
7,1,7,8,0.002702702702702702
8,1,7,8,0.002702702702702702
