Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,5.0,13.333333333333334,10.333333333333334,0.0031160887056138364
2,15.0,46.333333333333336,30.666666666666668,0.003557510644094946
3,15.0,63.333333333333336,45.666666666666664,0.0023120241108353663
4,24.0,100.33333333333333,63.0,0.0017252963931059246
5,50.333333333333336,136.0,115.0,0.0046598471704521055
6,71.33333333333333,187.0,187.66666666666666,0.0073733498567159625
7,74.0,212.66666666666666,225.66666666666666,0.00770471451001566
8,95.0,275.3333333333333,317.0,0.008966255371586832
9,98.33333333333333,296.3333333333333,346.6666666666667,0.008630557605304548
10,133.33333333333334,345.0,421.3333333333333,0.011319618097717135
11,137.0,371.0,455.3333333333333,0.011269334732270195
12,173.0,437.0,557.6666666666666,0.014215098063549451
