Course,Nodes,Edges,Avg In Degree,Avg Out Degree,Avg Degree,Avg Weighted Degree,Density,Largest Strongly Connected Component,Largest Weakly Connected Component,Average Betweenness Centrality,Average Closeness Centrality,Average Degree Centrality,Average Eigenvector Centrality,Average Clustering Coefficient,Average Hub Score,Average Authority Score,Max Pagerank
SUMMER15,585,784,1.34017094017094,1.34017094017094,2.68034188034188,7.582905982905983,0.0022948132537173632,45,300,0.00014859713102153,0.015481316524838392,0.004589626507434716,0.003390204797735086,0.18388819745226817,0.22875549579884913,0,
