Offering,Nodes,Edges,Weighted In Degree,Weighted Out Degree,Weighted Degree,Density,Active Participants,Size of largest strongly connected component,Size of largest weakly connected component
SUMMER15,585,784,2218,2218,4436,0.0022948132537173632,300,45,300
