Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,1,1.0,1.5,0.017544176739583348
3,1,1.0,1.5,0.017543859649343952
4,1,1.0,1.5,0.017543859649343952
5,1,1.0,1.5,0.017543859913933493
