Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,4.5,3.0,7.5,0.2509452427023852
2,4.5,3.0,7.5,0.29026966840226115
3,4.5,4.0,8.5,0.3406561379323399
4,5.5,5.0,10.5,0.3406561379323399
5,7.0,5.5,12.5,0.3686218308923009
