Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,2.0,4.0,6.0,0.037880760043231626
2,2.0,4.0,6.0,0.031900040863871694
3,6.0,6.0,12.0,0.11505718649472625
4,6.0,6.0,12.0,0.11505718649472625
5,6.0,8.0,14.0,0.06770527740854362
