Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0,0,0,0.002600991499811631
2,0,0,0,0.002145562812284519
3,0,0,0,0.0019368075239781014
4,0,0,0,0.0018503219393193886
5,0,0,0,0.0017925834417346713
6,0,0,1,0.0014810192752583425
7,0,0,1,0.0014604916305978213
8,0,0,1,0.0014197963945425905
9,0,0,1,0.0013643850468088052
10,1,0,2,0.0013077024027171877
11,1,0,2,0.0012893072731351173
