Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,-10,-10,-10,-10
2,2.5,1.5,2.5,0.0046808175534551
3,2,1,3,0.0036393839750697606
4,2.0,1,3.0,0.0026379942013482595
5,2,1.0,3.0,0.002271075925072131
6,2.5,2,4,0.0015445463910335542
7,3,2.0,5,0.001470043733004107
8,3,2.5,4,0.0013937650742268577
9,4,2.5,5,0.0013487577005232333
10,4,3.0,5.5,0.001374674808616856
11,4,3.0,5.5,0.0013739022342119428
