Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,0.5909090909090909,0.09090909090909091,0.6818181818181818,0.009698778891068684
2,1.6363636363636365,0.22727272727272727,1.8636363636363635,0.015212180386039977
3,2.8181818181818183,0.8181818181818182,3.5454545454545454,0.017690019721261177
4,4.863636363636363,1.5454545454545454,6.318181818181818,0.019909780819962128
5,5.7727272727272725,2.0,7.681818181818182,0.02048245210702553
6,6.454545454545454,2.9545454545454546,9.181818181818182,0.02067569065541777
7,6.909090909090909,3.0454545454545454,9.727272727272727,0.020791334236401164
8,7.363636363636363,3.1818181818181817,10.181818181818182,0.02076591853817943
9,8.136363636363637,3.590909090909091,11.363636363636363,0.021189763546337385
10,10.772727272727273,4.954545454545454,15.181818181818182,0.023724351770334808
11,12.772727272727273,6.045454545454546,18.181818181818183,0.026090218882142868
