Week,Weighted In Degree,Weighted Out Degree,Weighted Degree,Pagerank
1,1,1.0,1.5,0.003842603202726677
2,1.5,1,2,0.003291786809340405
3,1.5,1,2.0,0.002951990503684983
4,2,1.0,2,0.002729700475189019
5,1,1,2,0.0026247601843229895
6,1.0,1,2,0.002480832928775654
7,1,1,1.5,0.0024691209920616273
8,1.0,1,1.5,0.002476338525474339
9,1.0,1.0,1,0.0024205804814949284
10,1,1,1.5,0.0021376736570545107
11,1.0,1.0,2,0.001898990439495733
